cluster_id,signal,occurrences,distinct_texts,files,boilerplate_class,internally_divergent,divergence_triggers,min_pairwise_similarity,formed_by_chaining,proposed_representative_id,proposed_representative_file,proposed_representative_line,authority_reason,dates,ratified_by,member_ids,representative_text_excerpt_grouped_clusters_only_full_text_in_decision_candidates_json
DC-05820,1-text,1,1,1,,,,,,DH-06061,cc_foundation_stage3b_report.md,70,Claude Code session report or dispatch (a restatement by construction),,,DH-06061,
DC-05821,1-text,1,1,1,,,,,,DH-06062,cc_foundation_stage3b_report.md,97,Claude Code session report or dispatch (a restatement by construction),,,DH-06062,
DC-05822,1-text,1,1,1,,,,,,DH-06063,cc_foundation_stage3b_report.md,113,Claude Code session report or dispatch (a restatement by construction),,,DH-06063,
DC-05823,1-text,1,1,1,,,,,,DH-06064,cc_foundation_stage3b_report.md,116,Claude Code session report or dispatch (a restatement by construction),,,DH-06064,
DC-05824,1-text,1,1,1,,,,,,DH-06065,cc_foundation_stage3b_report.md,129,Claude Code session report or dispatch (a restatement by construction),,,DH-06065,
DC-05825,1-text,1,1,1,,,,,,DH-06066,cc_foundation_stage3b_report.md,134,Claude Code session report or dispatch (a restatement by construction),,,DH-06066,
DC-05826,1-text,1,1,1,,,,,,DH-06067,cc_foundations_verification_report.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-06067,
DC-05827,1-text,1,1,1,,,,,,DH-06068,cc_foundations_verification_report.md,10,Claude Code session report or dispatch (a restatement by construction),,,DH-06068,
DC-05828,1-text,1,1,1,,,,,,DH-06069,cc_foundations_verification_report.md,18,Claude Code session report or dispatch (a restatement by construction),,,DH-06069,
DC-05829,1-text,1,1,1,,,,,,DH-06070,cc_foundations_verification_report.md,77,Claude Code session report or dispatch (a restatement by construction),,,DH-06070,
DC-05830,1-text,1,1,1,,,,,,DH-06071,cc_foundations_verification_report.md,96,Claude Code session report or dispatch (a restatement by construction),,,DH-06071,
DC-05831,1-text,1,1,1,,,,,,DH-06072,cc_foundations_verification_report.md,103,Claude Code session report or dispatch (a restatement by construction),,,DH-06072,
DC-05832,1-text,1,1,1,,,,,,DH-06073,cc_foundations_verification_report.md,121,Claude Code session report or dispatch (a restatement by construction),,,DH-06073,
DC-05833,1-text,1,1,1,,,,,,DH-06074,cc_foundations_verification_report.md,127,Claude Code session report or dispatch (a restatement by construction),,,DH-06074,
DC-05834,1-text,1,1,1,,,,,,DH-06075,cc_foundations_verification_report.md,154,Claude Code session report or dispatch (a restatement by construction),,,DH-06075,
DC-05835,1-text,1,1,1,,,,,,DH-06076,cc_foundations_verification_report.md,176,Claude Code session report or dispatch (a restatement by construction),,,DH-06076,
DC-05836,1-text,1,1,1,,,,,,DH-06077,cc_foundations_verification_report.md,196,Claude Code session report or dispatch (a restatement by construction),,,DH-06077,
DC-05837,1-text,1,1,1,,,,,,DH-06078,cc_foundations_verification_report.md,198,Claude Code session report or dispatch (a restatement by construction),,,DH-06078,
DC-05838,1-text,1,1,1,,,,,,DH-06079,cc_foundations_verification_report.md,207,Claude Code session report or dispatch (a restatement by construction),,,DH-06079,
DC-05839,1-text,1,1,1,,,,,,DH-06080,cc_foundations_verification_report.md,222,Claude Code session report or dispatch (a restatement by construction),,,DH-06080,
DC-05840,1-text,1,1,1,,,,,,DH-06081,cc_foundations_verification_report.md,268,Claude Code session report or dispatch (a restatement by construction),,,DH-06081,
DC-05841,1-text,1,1,1,,,,,,DH-06082,cc_foundations_verification_report.md,270,Claude Code session report or dispatch (a restatement by construction),,,DH-06082,
DC-05842,1-text,1,1,1,,,,,,DH-06083,cc_foundations_verification_report.md,285,Claude Code session report or dispatch (a restatement by construction),,,DH-06083,
DC-05843,1-text,1,1,1,,,,,,DH-06084,cc_foundations_verification_report.md,302,Claude Code session report or dispatch (a restatement by construction),,,DH-06084,
DC-05844,1-text,1,1,1,,,,,,DH-06085,cc_foundations_verification_report.md,344,Claude Code session report or dispatch (a restatement by construction),,,DH-06085,
DC-05845,1-text,1,1,1,,,,,,DH-06086,cc_foundations_verification_report.md,347,Claude Code session report or dispatch (a restatement by construction),,,DH-06086,
DC-05846,1-text,1,1,1,,,,,,DH-06088,cc_foundations_verification_report.md,350,Claude Code session report or dispatch (a restatement by construction),,,DH-06088,
DC-05847,1-text,1,1,1,,,,,,DH-06089,cc_functional_residual_dossier.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-06089,
DC-05848,1-text,1,1,1,,,,,,DH-06090,cc_functional_residual_dossier.md,15,Claude Code session report or dispatch (a restatement by construction),,,DH-06090,
DC-05849,1-text,1,1,1,,,,,,DH-06091,cc_functional_residual_dossier.md,137,Claude Code session report or dispatch (a restatement by construction),,,DH-06091,
DC-05850,1-text,1,1,1,,,,,,DH-06092,cc_functional_residual_dossier.md,153,Claude Code session report or dispatch (a restatement by construction),,,DH-06092,
DC-05851,1-text,1,1,1,,,,,,DH-06093,cc_functional_residual_dossier.md,156,Claude Code session report or dispatch (a restatement by construction),,,DH-06093,
DC-05852,1-text,1,1,1,,,,,,DH-06094,cc_functional_residual_dossier.md,164,Claude Code session report or dispatch (a restatement by construction),,,DH-06094,
DC-05853,1-text,1,1,1,,,,,,DH-06095,cc_functional_residual_dossier.md,168,Claude Code session report or dispatch (a restatement by construction),,,DH-06095,
DC-05854,1-text,1,1,1,,,,,,DH-06096,cc_functional_residual_dossier.md,183,Claude Code session report or dispatch (a restatement by construction),,,DH-06096,
DC-05855,1-text,1,1,1,,,,,,DH-06097,cc_functional_residual_dossier.md,186,Claude Code session report or dispatch (a restatement by construction),,,DH-06097,
DC-05856,1-text,1,1,1,,,,,,DH-06098,cc_functional_residual_dossier.md,221,Claude Code session report or dispatch (a restatement by construction),,,DH-06098,
DC-05857,1-text,1,1,1,,,,,,DH-06099,cc_functional_residual_dossier.md,229,Claude Code session report or dispatch (a restatement by construction),,,DH-06099,
DC-05858,1-text,1,1,1,,,,,,DH-06100,cc_functional_residual_dossier.md,243,Claude Code session report or dispatch (a restatement by construction),,,DH-06100,
DC-05859,1-text,1,1,1,,,,,,DH-06101,cc_functional_residual_dossier.md,245,Claude Code session report or dispatch (a restatement by construction),,,DH-06101,
DC-05860,1-text,1,1,1,,,,,,DH-06102,cc_functional_residual_dossier.md,272,Claude Code session report or dispatch (a restatement by construction),,,DH-06102,
DC-05861,1-text,1,1,1,,,,,,DH-06103,cc_functional_residual_dossier.md,280,Claude Code session report or dispatch (a restatement by construction),,,DH-06103,
DC-05862,1-text,1,1,1,,,,,,DH-06104,cc_functional_residual_dossier.md,291,Claude Code session report or dispatch (a restatement by construction),,,DH-06104,
DC-05863,1-text,1,1,1,,,,,,DH-06105,cc_functional_residual_dossier.md,304,Claude Code session report or dispatch (a restatement by construction),,,DH-06105,
DC-05864,1-text,1,1,1,,,,,,DH-06106,cc_functional_residual_dossier.md,314,Claude Code session report or dispatch (a restatement by construction),,,DH-06106,
DC-05865,1-text,1,1,1,,,,,,DH-06107,cc_gap_analysis_report.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-06107,
DC-05866,1-text,1,1,1,,,,,,DH-06108,cc_gap_analysis_report.md,13,Claude Code session report or dispatch (a restatement by construction),,,DH-06108,
DC-05867,1-text,1,1,1,,,,,,DH-06109,cc_gap_analysis_report.md,27,Claude Code session report or dispatch (a restatement by construction),,,DH-06109,
DC-05868,1-text,1,1,1,,,,,,DH-06110,cc_gap_analysis_report.md,29,Claude Code session report or dispatch (a restatement by construction),,,DH-06110,
DC-05869,1-text,1,1,1,,,,,,DH-06111,cc_gap_analysis_report.md,30,Claude Code session report or dispatch (a restatement by construction),,,DH-06111,
DC-05870,1-text,1,1,1,,,,,,DH-06112,cc_gap_analysis_report.md,32,Claude Code session report or dispatch (a restatement by construction),,,DH-06112,
DC-05871,1-text,1,1,1,,,,,,DH-06113,cc_gap_analysis_report.md,34,Claude Code session report or dispatch (a restatement by construction),,,DH-06113,
DC-05872,1-text,1,1,1,,,,,,DH-06115,cc_gap_analysis_report.md,49,Claude Code session report or dispatch (a restatement by construction),,,DH-06115,
DC-05873,1-text,1,1,1,,,,,,DH-06117,cc_gap_analysis_report.md,83,Claude Code session report or dispatch (a restatement by construction),,,DH-06117,
DC-05874,1-text,1,1,1,,,,,,DH-06118,cc_gap_analysis_report.md,84,Claude Code session report or dispatch (a restatement by construction),,,DH-06118,
DC-05875,1-text,1,1,1,,,,,,DH-06119,cc_gap_analysis_report.md,85,Claude Code session report or dispatch (a restatement by construction),,,DH-06119,
DC-05876,1-text,1,1,1,,,,,,DH-06121,cc_gap_analysis_report.md,101,Claude Code session report or dispatch (a restatement by construction),,,DH-06121,
DC-05877,1-text,1,1,1,,,,,,DH-06122,cc_gap_analysis_report.md,108,Claude Code session report or dispatch (a restatement by construction),,,DH-06122,
DC-05878,1-text,1,1,1,,,,,,DH-06124,cc_gap_analysis_report.md,127,Claude Code session report or dispatch (a restatement by construction),,,DH-06124,
DC-05879,1-text,1,1,1,,,,,,DH-06125,cc_gap_analysis_report.md,132,Claude Code session report or dispatch (a restatement by construction),,,DH-06125,
DC-05880,1-text,1,1,1,,,,,,DH-06126,cc_gap_analysis_report.md,133,Claude Code session report or dispatch (a restatement by construction),,,DH-06126,
DC-05881,1-text,1,1,1,,,,,,DH-06127,cc_gap_analysis_report.md,135,Claude Code session report or dispatch (a restatement by construction),,,DH-06127,
DC-05882,1-text,1,1,1,,,,,,DH-06129,cc_gap_analysis_report.md,147,Claude Code session report or dispatch (a restatement by construction),,,DH-06129,
DC-05883,1-text,1,1,1,,,,,,DH-06130,cc_gap_analysis_report.md,149,Claude Code session report or dispatch (a restatement by construction),,,DH-06130,
DC-05884,1-text,1,1,1,,,,,,DH-06131,cc_gap_analysis_report.md,151,Claude Code session report or dispatch (a restatement by construction),,,DH-06131,
DC-05885,1-text,1,1,1,,,,,,DH-06132,cc_gap_analysis_report.md,157,Claude Code session report or dispatch (a restatement by construction),,,DH-06132,
DC-05886,1-text,1,1,1,,,,,,DH-06133,cc_gap_analysis_report.md,158,Claude Code session report or dispatch (a restatement by construction),,,DH-06133,
DC-05887,1-text,1,1,1,,,,,,DH-06134,cc_gap_analysis_report.md,163,Claude Code session report or dispatch (a restatement by construction),,,DH-06134,
DC-05888,1-text,1,1,1,,,,,,DH-06135,cc_gap_analysis_report.md,165,Claude Code session report or dispatch (a restatement by construction),,,DH-06135,
DC-05889,1-text,1,1,1,,,,,,DH-06136,cc_gap_analysis_report.md,167,Claude Code session report or dispatch (a restatement by construction),,,DH-06136,
DC-05890,1-text,1,1,1,,,,,,DH-06138,cc_gap_analysis_report.md,179,Claude Code session report or dispatch (a restatement by construction),,,DH-06138,
DC-05891,1-text,1,1,1,,,,,,DH-06139,cc_gap_analysis_report.md,187,Claude Code session report or dispatch (a restatement by construction),,,DH-06139,
DC-05892,1-text,1,1,1,,,,,,DH-06140,cc_gap_analysis_report.md,189,Claude Code session report or dispatch (a restatement by construction),,,DH-06140,
DC-05893,1-text,1,1,1,,,,,,DH-06141,cc_gap_analysis_report.md,194,Claude Code session report or dispatch (a restatement by construction),,,DH-06141,
DC-05894,1-text,1,1,1,,,,,,DH-06142,cc_gap_analysis_report.md,195,Claude Code session report or dispatch (a restatement by construction),,,DH-06142,
DC-05895,1-text,1,1,1,,,,,,DH-06143,cc_gap_analysis_report.md,198,Claude Code session report or dispatch (a restatement by construction),,,DH-06143,
DC-05896,1-text,1,1,1,,,,,,DH-06144,cc_gap_analysis_report.md,205,Claude Code session report or dispatch (a restatement by construction),,,DH-06144,
DC-05897,1-text,1,1,1,,,,,,DH-06145,cc_gap_analysis_report.md,206,Claude Code session report or dispatch (a restatement by construction),,,DH-06145,
DC-05898,1-text,1,1,1,,,,,,DH-06146,cc_gap_analysis_report.md,208,Claude Code session report or dispatch (a restatement by construction),,,DH-06146,
DC-05899,1-text,1,1,1,,,,,,DH-06147,cc_gap_analysis_report.md,215,Claude Code session report or dispatch (a restatement by construction),,,DH-06147,
DC-05900,1-text,1,1,1,,,,,,DH-06148,cc_gap_analysis_report.md,217,Claude Code session report or dispatch (a restatement by construction),,,DH-06148,
DC-05901,1-text,1,1,1,,,,,,DH-06149,cc_gap_analysis_report.md,220,Claude Code session report or dispatch (a restatement by construction),,,DH-06149,
DC-05902,1-text,1,1,1,,,,,,DH-06150,cc_gap_analysis_report.md,221,Claude Code session report or dispatch (a restatement by construction),,,DH-06150,
DC-05903,1-text,1,1,1,,,,,,DH-06151,cc_gap_analysis_report.md,222,Claude Code session report or dispatch (a restatement by construction),,,DH-06151,
DC-05904,1-text,1,1,1,,,,,,DH-06152,cc_gap_analysis_report.md,224,Claude Code session report or dispatch (a restatement by construction),,,DH-06152,
DC-05905,1-text,1,1,1,,,,,,DH-06153,cc_gap_analysis_report.md,227,Claude Code session report or dispatch (a restatement by construction),,,DH-06153,
DC-05906,1-text,1,1,1,,,,,,DH-06154,cc_gap_analysis_report.md,230,Claude Code session report or dispatch (a restatement by construction),,,DH-06154,
DC-05907,1-text,1,1,1,,,,,,DH-06155,cc_gap_analysis_report.md,252,Claude Code session report or dispatch (a restatement by construction),,,DH-06155,
DC-05908,1-text,1,1,1,,,,,,DH-06156,cc_gap_analysis_report.md,258,Claude Code session report or dispatch (a restatement by construction),,,DH-06156,
DC-05909,1-text,1,1,1,,,,,,DH-06157,cc_gap_analysis_report.md,259,Claude Code session report or dispatch (a restatement by construction),,,DH-06157,
DC-05910,1-text,1,1,1,,,,,,DH-06158,cc_gap_analysis_report.md,261,Claude Code session report or dispatch (a restatement by construction),,,DH-06158,
DC-05911,1-text,1,1,1,,,,,,DH-06159,cc_gap_analysis_report.md,265,Claude Code session report or dispatch (a restatement by construction),,,DH-06159,
DC-05912,1-text,1,1,1,,,,,,DH-06160,cc_gap_analysis_report.md,266,Claude Code session report or dispatch (a restatement by construction),,,DH-06160,
DC-05913,1-text,1,1,1,,,,,,DH-06161,cc_gap_analysis_report.md,267,Claude Code session report or dispatch (a restatement by construction),,,DH-06161,
DC-05914,1-text,1,1,1,,,,,,DH-06162,cc_gap_analysis_report.md,269,Claude Code session report or dispatch (a restatement by construction),,,DH-06162,
DC-05915,1-text,1,1,1,,,,,,DH-06163,cc_gap_analysis_report.md,275,Claude Code session report or dispatch (a restatement by construction),,,DH-06163,
DC-05916,1-text,1,1,1,,,,,,DH-06164,cc_gap_analysis_report.md,298,Claude Code session report or dispatch (a restatement by construction),,,DH-06164,
DC-05917,1-text,1,1,1,,,,,,DH-06165,cc_gap_analysis_report.md,305,Claude Code session report or dispatch (a restatement by construction),,,DH-06165,
DC-05918,1-text,1,1,1,,,,,,DH-06166,cc_gap_analysis_report.md,308,Claude Code session report or dispatch (a restatement by construction),,,DH-06166,
DC-05919,1-text,1,1,1,,,,,,DH-06167,cc_gap_analysis_report.md,317,Claude Code session report or dispatch (a restatement by construction),,,DH-06167,
DC-05920,1-text,1,1,1,,,,,,DH-06168,cc_gap_analysis_report.md,323,Claude Code session report or dispatch (a restatement by construction),,,DH-06168,
DC-05921,1-text,1,1,1,,,,,,DH-06169,cc_gap_analysis_report.md,324,Claude Code session report or dispatch (a restatement by construction),,,DH-06169,
DC-05922,1-text,1,1,1,,,,,,DH-06170,cc_gap_analysis_report.md,327,Claude Code session report or dispatch (a restatement by construction),,,DH-06170,
DC-05923,1-text,1,1,1,,,,,,DH-06171,cc_gap_analysis_report.md,341,Claude Code session report or dispatch (a restatement by construction),,,DH-06171,
DC-05924,1-text,1,1,1,,,,,,DH-06172,cc_gap_analysis_report.md,359,Claude Code session report or dispatch (a restatement by construction),,,DH-06172,
DC-05925,1-text,1,1,1,,,,,,DH-06173,cc_gap_analysis_report.md,364,Claude Code session report or dispatch (a restatement by construction),,,DH-06173,
DC-05926,1-text,1,1,1,,,,,,DH-06174,cc_gap_analysis_report.md,368,Claude Code session report or dispatch (a restatement by construction),,,DH-06174,
DC-05927,1-text,1,1,1,,,,,,DH-06175,cc_gap_analysis_report.md,371,Claude Code session report or dispatch (a restatement by construction),,,DH-06175,
